voxel ID,X,Y,Z,Saturated or Unsaturated,Recharge,Outflow or NotOutflow,ID of the next downstream voxel,Number of upstream voxels,Number of downstream voxels,Velocity
38,2586120.0,1109800.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
39,2586200.0,1109800.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
40,2586280.0,1109800.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
41,2586360.0,1109800.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
42,2587800.0,1109800.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
43,2587880.0,1109800.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
44,2586120.0,1109880.0,1080.0,Saturated,,NotOutflow,-1,1,0,0.0
45,2586200.0,1109880.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
46,2586280.0,1109880.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
47,2586360.0,1109880.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
48,2586440.0,1109880.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
49,2587800.0,1109880.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
50,2586200.0,1109960.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
51,2586280.0,1109960.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
52,2586360.0,1109960.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
53,2586440.0,1109960.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
54,2586520.0,1109960.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
55,2587720.0,1109960.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
56,2587800.0,1109960.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
57,2586280.0,1110040.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
58,2586360.0,1110040.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
59,2586440.0,1110040.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
60,2586520.0,1110040.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
61,2587720.0,1110040.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
62,2587800.0,1110040.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
63,2586280.0,1110120.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
64,2586360.0,1110120.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
65,2586440.0,1110120.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
66,2586520.0,1110120.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
67,2586600.0,1110120.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
68,2587720.0,1110120.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
69,2587800.0,1110120.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
70,2586360.0,1110200.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
71,2586440.0,1110200.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
72,2586520.0,1110200.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
73,2586600.0,1110200.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
74,2587640.0,1110200.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
75,2587720.0,1110200.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
76,2586440.0,1110280.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
77,2586520.0,1110280.0,1080.0,Saturated,,NotOutflow,-1,1,0,0.0
78,2586600.0,1110280.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
79,2586680.0,1110280.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
80,2587640.0,1110280.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
81,2587720.0,1110280.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
82,2586440.0,1110360.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
83,2586520.0,1110360.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
84,2586600.0,1110360.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
85,2586680.0,1110360.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
86,2587640.0,1110360.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
87,2587720.0,1110360.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
88,2586520.0,1110440.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
89,2586600.0,1110440.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
90,2586680.0,1110440.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
91,2586760.0,1110440.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
92,2587640.0,1110440.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
93,2586600.0,1110520.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
94,2586680.0,1110520.0,1080.0,Saturated,,NotOutflow,-1,1,0,0.0
95,2586760.0,1110520.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
96,2587560.0,1110520.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
97,2587640.0,1110520.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
98,2586600.0,1110600.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
99,2586680.0,1110600.0,1080.0,Saturated,,NotOutflow,-1,1,0,0.0
100,2586760.0,1110600.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
101,2586840.0,1110600.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
102,2587560.0,1110600.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
103,2587640.0,1110600.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
104,2586600.0,1110680.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
105,2586680.0,1110680.0,1080.0,Saturated,,NotOutflow,-1,1,0,0.0
106,2586760.0,1110680.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
107,2586840.0,1110680.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
108,2587560.0,1110680.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
109,2587640.0,1110680.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
110,2586680.0,1110760.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
111,2586760.0,1110760.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
112,2586840.0,1110760.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
113,2587480.0,1110760.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
114,2587560.0,1110760.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
115,2586600.0,1110840.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
116,2586680.0,1110840.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
117,2586760.0,1110840.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
118,2586840.0,1110840.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
119,2586920.0,1110840.0,1080.0,Saturated,,NotOutflow,-1,1,0,0.0
120,2587480.0,1110840.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
121,2587560.0,1110840.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
122,2586040.0,1110920.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
123,2586600.0,1110920.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
124,2586680.0,1110920.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
125,2586760.0,1110920.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
126,2586840.0,1110920.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
127,2586920.0,1110920.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
128,2587000.0,1110920.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
129,2587480.0,1110920.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
130,2587560.0,1110920.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
131,2586040.0,1111000.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
132,2586120.0,1111000.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
133,2586600.0,1111000.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
134,2586680.0,1111000.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
135,2586760.0,1111000.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
136,2586840.0,1111000.0,1080.0,Saturated,,NotOutflow,-1,1,0,0.0
137,2586920.0,1111000.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
138,2587000.0,1111000.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
139,2587080.0,1111000.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
140,2587480.0,1111000.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
141,2586040.0,1111080.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
142,2586120.0,1111080.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
143,2586200.0,1111080.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
144,2586600.0,1111080.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
145,2586680.0,1111080.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
146,2586760.0,1111080.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
147,2586840.0,1111080.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
148,2586920.0,1111080.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
149,2587000.0,1111080.0,1080.0,Saturated,,NotOutflow,-1,1,0,0.0
150,2587080.0,1111080.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
151,2587400.0,1111080.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
152,2587480.0,1111080.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
153,2586120.0,1111160.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
154,2586200.0,1111160.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
155,2586280.0,1111160.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
156,2586600.0,1111160.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
157,2586680.0,1111160.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
158,2586840.0,1111160.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
159,2586920.0,1111160.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
160,2587000.0,1111160.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
161,2587080.0,1111160.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
162,2587160.0,1111160.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
163,2587400.0,1111160.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
164,2587480.0,1111160.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
165,2586280.0,1111240.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
166,2586360.0,1111240.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
167,2586600.0,1111240.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
168,2586840.0,1111240.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
169,2586920.0,1111240.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
170,2587000.0,1111240.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
171,2587080.0,1111240.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
172,2587160.0,1111240.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
173,2587240.0,1111240.0,1080.0,Saturated,,NotOutflow,-1,1,0,0.0
174,2587400.0,1111240.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
175,2586360.0,1111320.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
176,2586440.0,1111320.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
177,2586600.0,1111320.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
178,2586920.0,1111320.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
179,2587000.0,1111320.0,1080.0,Saturated,,NotOutflow,-1,1,0,0.0
180,2587080.0,1111320.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
181,2587240.0,1111320.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
182,2587320.0,1111320.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
183,2587400.0,1111320.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
184,2586440.0,1111400.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
185,2586520.0,1111400.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
186,2586600.0,1111400.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
187,2586920.0,1111400.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
188,2587000.0,1111400.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
189,2587080.0,1111400.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
190,2587240.0,1111400.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
191,2587320.0,1111400.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
192,2587400.0,1111400.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
193,2586520.0,1111480.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
194,2586600.0,1111480.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
195,2586680.0,1111480.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
196,2587000.0,1111480.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
197,2587080.0,1111480.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
198,2587160.0,1111480.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
199,2587320.0,1111480.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
200,2587400.0,1111480.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
201,2587480.0,1111480.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
202,2586520.0,1111560.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
203,2586600.0,1111560.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
204,2586680.0,1111560.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
205,2586760.0,1111560.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
206,2586840.0,1111560.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
207,2587000.0,1111560.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
208,2587080.0,1111560.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
209,2587160.0,1111560.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
210,2587320.0,1111560.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
211,2587400.0,1111560.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
212,2587480.0,1111560.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
213,2586520.0,1111640.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
214,2586600.0,1111640.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
215,2586680.0,1111640.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
216,2586760.0,1111640.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
217,2586840.0,1111640.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
218,2586920.0,1111640.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
219,2587000.0,1111640.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
220,2587080.0,1111640.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
221,2587160.0,1111640.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
222,2587240.0,1111640.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
223,2587320.0,1111640.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
224,2587480.0,1111640.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
225,2587560.0,1111640.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
226,2586520.0,1111720.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
227,2586600.0,1111720.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
228,2586760.0,1111720.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
229,2586840.0,1111720.0,1080.0,Saturated,,NotOutflow,-1,1,0,0.0
230,2586920.0,1111720.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
231,2587000.0,1111720.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
232,2587080.0,1111720.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
233,2587160.0,1111720.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
234,2587240.0,1111720.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
235,2587320.0,1111720.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
236,2587560.0,1111720.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
237,2587640.0,1111720.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
238,2586520.0,1111800.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
239,2586840.0,1111800.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
240,2586920.0,1111800.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
241,2587000.0,1111800.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
242,2587080.0,1111800.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
243,2587160.0,1111800.0,1080.0,Saturated,,NotOutflow,-1,1,0,0.0
244,2587240.0,1111800.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
245,2587560.0,1111800.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
246,2587640.0,1111800.0,1080.0,Saturated,,NotOutflow,-1,1,0,0.0
247,2587720.0,1111800.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
248,2586440.0,1111880.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
249,2586520.0,1111880.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
250,2586920.0,1111880.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
251,2587000.0,1111880.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
252,2587080.0,1111880.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
253,2587160.0,1111880.0,1080.0,Saturated,,NotOutflow,-1,1,0,0.0
254,2587240.0,1111880.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
255,2587320.0,1111880.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
256,2587400.0,1111880.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
257,2587480.0,1111880.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
258,2587560.0,1111880.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
259,2587640.0,1111880.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
260,2587720.0,1111880.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
261,2587800.0,1111880.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
262,2586440.0,1111960.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
263,2586520.0,1111960.0,1080.0,Saturated,,NotOutflow,-1,1,0,0.0
264,2587000.0,1111960.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
265,2587080.0,1111960.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
266,2587160.0,1111960.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
267,2587240.0,1111960.0,1080.0,Saturated,,NotOutflow,-1,1,0,0.0
268,2587320.0,1111960.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
269,2587400.0,1111960.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
270,2587480.0,1111960.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
271,2587560.0,1111960.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
272,2587640.0,1111960.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
273,2587720.0,1111960.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
274,2587800.0,1111960.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
275,2587880.0,1111960.0,1080.0,Saturated,,NotOutflow,-1,1,0,0.0
276,2587960.0,1111960.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
277,2586440.0,1112040.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
278,2586520.0,1112040.0,1080.0,Saturated,,NotOutflow,-1,1,0,0.0
279,2587080.0,1112040.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
280,2587160.0,1112040.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
281,2587240.0,1112040.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
282,2587400.0,1112040.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
283,2587480.0,1112040.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
284,2587560.0,1112040.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
285,2587640.0,1112040.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
286,2587720.0,1112040.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
287,2587800.0,1112040.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
288,2587880.0,1112040.0,1080.0,Saturated,,NotOutflow,-1,1,0,0.0
289,2587960.0,1112040.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
290,2588040.0,1112040.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
291,2588120.0,1112040.0,1080.0,Unsaturated,,NotOutflow,-1,0,0,0.01
292,2588200.0,1112040.0,1080.0,Saturated,,NotOutflow,-1,1,0,0.0
293,2588280.0,1112040.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
294,2588360.0,1112040.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
295,2588440.0,1112040.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
296,2586040.0,1112120.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
297,2586440.0,1112120.0,1080.0,Saturated,,NotOutflow,-1,1,0,0.0
298,2586520.0,1112120.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
299,2587160.0,1112120.0,1080.0,Saturated,,NotOutflow,-1,0,0,0.0
300,2587240.0,1112120.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
301,2587560.0,1112120.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
302,2587640.0,1112120.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
303,2587720.0,1112120.0,1080.0,Saturated,,NotOutflow,-1,1,0,0.0
304,2587800.0,1112120.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
305,2587880.0,1112120.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
306,2587960.0,1112120.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
307,2588120.0,1112120.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
308,2588200.0,1112120.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
309,2588280.0,1112120.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
310,2588360.0,1112120.0,1080.0,Unsaturated,,NotOutflow,-1,1,0,0.01
